step,critic_loss,q1_mean,q2_mean,td_target_mean,actor_loss,bc_loss,q_pi_mean,lambda
70,0.0018412303179502487,-0.08420775085687637,-0.08266393840312958,-0.08611217886209488,1.2597732543945312,0.31272071599960327,-0.08038337528705597,11.781697273254395
71,0.0013414607383310795,-0.08467703312635422,-0.08426868170499802,-0.08668050915002823,,,,
72,0.001547463471069932,-0.09870833158493042,-0.09874497354030609,-0.09979961067438126,1.3532521724700928,0.33245521783828735,-0.09581460058689117,10.653876304626465
73,0.0017038106452673674,-0.10473001003265381,-0.10515013337135315,-0.10640853643417358,,,,
74,0.001291136140935123,-0.08373124897480011,-0.08471037447452545,-0.08376187086105347,1.2349846363067627,0.3421939015388489,-0.07908464968204498,11.28905200958252
75,0.0011264656204730272,-0.11313395947217941,-0.11304256319999695,-0.11177332699298859,,,,
76,0.0013559494400396943,-0.09429092705249786,-0.09485264122486115,-0.09415145963430405,1.2543449401855469,0.3407878577709198,-0.08615133911371231,10.604095458984375
77,0.001417504157871008,-0.08792509138584137,-0.0866459384560585,-0.08789472281932831,,,,
78,0.0014122468419373035,-0.09593543410301208,-0.09412390738725662,-0.09632764011621475,1.2545511722564697,0.34727129340171814,-0.08820296823978424,10.286273956298828
79,0.0016333676176145673,-0.10322542488574982,-0.1030963659286499,-0.1049262285232544,,,,
80,0.0012337884400039911,-0.09556654095649719,-0.09641459584236145,-0.09664483368396759,1.3125618696212769,0.356218159198761,-0.08797605335712433,10.870500564575195
81,0.001195979188196361,-0.09291915595531464,-0.09431499987840652,-0.09225071966648102,,,,
82,0.0015507186762988567,-0.08874437212944031,-0.08850062638521194,-0.08799827098846436,1.1908798217773438,0.3570845127105713,-0.07735961675643921,10.778173446655273
83,0.001115779159590602,-0.09175832569599152,-0.09090929478406906,-0.09081936627626419,,,,
84,0.0015502574387937784,-0.09778127074241638,-0.095882348716259,-0.09766324609518051,1.2289561033248901,0.36097168922424316,-0.08308106660842896,10.447439193725586
85,0.0013822285691276193,-0.09259078651666641,-0.09291134029626846,-0.09536930918693542,,,,
86,0.001574201975017786,-0.0984824076294899,-0.09877896308898926,-0.099410280585289,1.2536649703979492,0.3662271499633789,-0.08601321280002594,10.317460060119629
87,0.000992029206827283,-0.08955491334199905,-0.08932919800281525,-0.08915191143751144,,,,
88,0.0013587004505097866,-0.0976460725069046,-0.0972403809428215,-0.09714578092098236,1.2451684474945068,0.3728538453578949,-0.08311212062835693,10.495635986328125
89,0.0014552890788763762,-0.10272693634033203,-0.10261460393667221,-0.10085359215736389,,,,
90,0.0015186008531600237,-0.08431852608919144,-0.08472792059183121,-0.08585718274116516,1.1354197263717651,0.36171549558639526,-0.06902606785297394,11.208869934082031
91,0.0009681734954938293,-0.09434453397989273,-0.0949157252907753,-0.09609091281890869,,,,
92,0.001359305577352643,-0.08595547825098038,-0.08674047887325287,-0.085616335272789,1.1222755908966064,0.38396430015563965,-0.06999270617961884,10.548402786254883
93,0.0009782807901501656,-0.106454998254776,-0.1062423512339592,-0.10668251663446426,,,,
94,0.0010308874770998955,-0.11115457117557526,-0.11063338816165924,-0.11156259477138519,1.3891547918319702,0.3881692886352539,-0.09471049159765244,10.568897247314453
95,0.0015048030763864517,-0.09801249206066132,-0.09665027260780334,-0.09853881597518921,,,,
96,0.0013793131802231073,-0.09656275063753128,-0.09660570323467255,-0.09699602425098419,1.2051727771759033,0.40500757098197937,-0.07689756155014038,10.405599594116211
97,0.0010817669099196792,-0.10787554085254669,-0.10986122488975525,-0.10819323360919952,,,,
98,0.0016635435167700052,-0.09452764689922333,-0.09449522197246552,-0.09433110058307648,1.1970363855361938,0.4202822148799896,-0.07202428579330444,10.784615516662598
99,0.0010952624725177884,-0.10996909439563751,-0.10911677777767181,-0.1079421192407608,,,,
100,0.0013240274274721742,-0.10542291402816772,-0.10385331511497498,-0.10529422760009766,1.2702186107635498,0.4085683226585388,-0.07961075007915497,10.82328987121582
101,0.0013662944547832012,-0.12600140273571014,-0.12599854171276093,-0.12856291234493256,,,,
102,0.0010769214713945985,-0.10376037657260895,-0.10433045029640198,-0.10557921230792999,1.2670369148254395,0.4169709086418152,-0.08309392631053925,10.230182647705078
103,0.0013598306104540825,-0.10846616327762604,-0.1093984991312027,-0.10661231726408005,,,,
104,0.0014269868843257427,-0.09233005344867706,-0.09231048822402954,-0.09102579951286316,1.1351920366287231,0.4177008271217346,-0.06688639521598816,10.727012634277344
105,0.0012501617893576622,-0.1155029684305191,-0.11575575917959213,-0.11723316460847855,,,,
106,0.0009720443049445748,-0.11388882249593735,-0.11233285069465637,-0.11373510211706161,1.323014736175537,0.40618717670440674,-0.08657809346914291,10.589601516723633
107,0.0010217409580945969,-0.10248402506113052,-0.10143435001373291,-0.10487052798271179,,,,
108,0.0009371126070618629,-0.11478032171726227,-0.11603185534477234,-0.11660189926624298,1.3857028484344482,0.4157591760158539,-0.09044550359249115,10.724066734313965
109,0.0009909967193379998,-0.11972902715206146,-0.12104057520627975,-0.11767959594726562,,,,
110,0.0010789978550747037,-0.10883887112140656,-0.10849449038505554,-0.10529064387083054,1.1719170808792114,0.40777847170829773,-0.07644933462142944,9.995360374450684
111,0.0014048616867512465,-0.08972154557704926,-0.08973663300275803,-0.09132997691631317,,,,
112,0.0013582290848717093,-0.10051460564136505,-0.0994696319103241,-0.10451556742191315,1.1700087785720825,0.42777687311172485,-0.0731702446937561,10.143903732299805
113,0.0018983103800565004,-0.11057557165622711,-0.1101805791258812,-0.11150608956813812,,,,
114,0.0010858353925868869,-0.12301567196846008,-0.12320874631404877,-0.11929422616958618,1.3244926929473877,0.4166872501373291,-0.09204000234603882,9.863161087036133
115,0.0008794917957857251,-0.11031336337327957,-0.11094193160533905,-0.107694610953331,,,,
116,0.0014455774798989296,-0.10751447826623917,-0.10766444355249405,-0.10975295305252075,1.2146077156066895,0.4245307445526123,-0.07550239562988281,10.464262962341309
117,0.0008204428013414145,-0.10858763009309769,-0.10818096250295639,-0.11213418841362,,,,
118,0.0008614359539933503,-0.105567067861557,-0.10449424386024475,-0.10471288859844208,1.1876120567321777,0.42174142599105835,-0.07599668204784393,10.07768440246582
119,0.0009069324587471783,-0.13006481528282166,-0.13082179427146912,-0.12950889766216278,,,,
120,0.0012662881053984165,-0.11801177263259888,-0.11765546351671219,-0.11582508683204651,1.239426851272583,0.4365222454071045,-0.08264656364917755,9.714917182922363
121,0.0008913808269426227,-0.11840884387493134,-0.11952179670333862,-0.11984071135520935,,,,
122,0.0013105806428939104,-0.12620601058006287,-0.12520405650138855,-0.1292237490415573,1.339074969291687,0.40723976492881775,-0.09590364247560501,9.716368675231934
123,0.0010272784857079387,-0.10911881178617477,-0.10831063240766525,-0.1100820004940033,,,,
124,0.001050517545081675,-0.12431000918149948,-0.1242767944931984,-0.12328404188156128,1.2534434795379639,0.42204052209854126,-0.09047593921422958,9.189216613769531
125,0.001220461679622531,-0.1041051596403122,-0.10462215542793274,-0.1031990647315979,,,,
126,0.0006722522666677833,-0.12019515037536621,-0.12256883084774017,-0.12186384201049805,1.2930526733398438,0.419387549161911,-0.08560816943645477,10.20539379119873
127,0.0008484828285872936,-0.10791139304637909,-0.10756246745586395,-0.1086074709892273,,,,
128,0.0011217157589271665,-0.12128699570894241,-0.11872915178537369,-0.12141820788383484,1.2629029750823975,0.42226725816726685,-0.08861460536718369,9.486424446105957
129,0.0008384661632589996,-0.10398994386196136,-0.10252051800489426,-0.10284412652254105,,,,
130,0.0007923276862129569,-0.11780412495136261,-0.11931535601615906,-0.11732343584299088,1.2305665016174316,0.4274411201477051,-0.08281414210796356,9.697924613952637
131,0.0013725102180615067,-0.11469022929668427,-0.11675110459327698,-0.11653243005275726,,,,
132,0.0007972825551405549,-0.09347175061702728,-0.09363871067762375,-0.09261441230773926,1.0032631158828735,0.4025731086730957,-0.05933592468500137,10.123546600341797
133,0.0012432795483618975,-0.11469419300556183,-0.11336153000593185,-0.11596083641052246,,,,
134,0.0012654985766857862,-0.11842870712280273,-0.1161634773015976,-0.1177658885717392,1.1656606197357178,0.40215954184532166,-0.0818907767534256,9.323408126831055
135,0.0021584932692348957,-0.12459167838096619,-0.12558646500110626,-0.12490702420473099,,,,
136,0.0009810049086809158,-0.12146253138780594,-0.12395550310611725,-0.12133078277111053,1.2082128524780273,0.40265965461730957,-0.08515612781047821,9.459720611572266
137,0.0011791454162448645,-0.12157559394836426,-0.12165157496929169,-0.12141995131969452,,,,
138,0.0015230756253004074,-0.11864733695983887,-0.11631980538368225,-0.12038716673851013,1.1743683815002441,0.4119071960449219,-0.07957728207111359,9.581393241882324
139,0.0015381912235170603,-0.1252809464931488,-0.12545186281204224,-0.1266455352306366,,,,
140,0.0008317226893268526,-0.11837545037269592,-0.11932609975337982,-0.11782900989055634,1.191023349761963,0.4180142283439636,-0.08081638067960739,9.5650053024292
141,0.0007557697244919837,-0.13519316911697388,-0.13581505417823792,-0.13392266631126404,,,,
142,0.0012147100642323494,-0.09909380972385406,-0.09885838627815247,-0.09936918318271637,1.0102767944335938,0.395388126373291,-0.060836680233478546,10.107203483581543
143,0.0009191094432026148,-0.11475219577550888,-0.1129578948020935,-0.11551974713802338,,,,
144,0.0007831994444131851,-0.13068003952503204,-0.13092808425426483,-0.13048534095287323,1.2803913354873657,0.41889435052871704,-0.09302988648414612,9.260432243347168
145,0.0008611096418462694,-0.11682315170764923,-0.11761943250894547,-0.11523464322090149,,,,
146,0.0008020371315069497,-0.09758254885673523,-0.09787579625844955,-0.0975576639175415,0.9640277624130249,0.41592153906822205,-0.05622093379497528,9.749149322509766
147,0.0008366983383893967,-0.1366625428199768,-0.13732197880744934,-0.13947676122188568,,,,
148,0.0017059006495401263,-0.13813140988349915,-0.13681572675704956,-0.13824814558029175,1.3149852752685547,0.3993776738643646,-0.1006830483675003,9.09395980834961
149,0.0014502409612759948,-0.12440598756074905,-0.12253059446811676,-0.12191484868526459,,,,
150,0.001033305306918919,-0.1369844377040863,-0.13857263326644897,-0.13625583052635193,1.263598084449768,0.43991562724113464,-0.09434019029140472,8.730981826782227
151,0.0009523044573143125,-0.08802340179681778,-0.09085521101951599,-0.0900680273771286,,,,
152,0.0009006711188703775,-0.14149847626686096,-0.14008274674415588,-0.1426682472229004,1.310377597808838,0.4203948974609375,-0.10179232060909271,8.743122100830078
153,0.0009249444119632244,-0.12877362966537476,-0.12595807015895844,-0.12761563062667847,,,,
154,0.000844353053253144,-0.14923903346061707,-0.15042923390865326,-0.14961469173431396,1.3502581119537354,0.40714573860168457,-0.10850872099399567,8.691581726074219
155,0.0009468895150348544,-0.12863215804100037,-0.13047154247760773,-0.12735256552696228,,,,
156,0.002163634402677417,-0.1368197500705719,-0.1363586038351059,-0.13990534842014313,1.2376470565795898,0.40859317779541016,-0.0951099544763565,8.71679401397705
157,0.00102429767139256,-0.13869865238666534,-0.1378219723701477,-0.1395520567893982,,,,
158,0.0007874835282564163,-0.1286364495754242,-0.1293702870607376,-0.12867210805416107,1.2342095375061035,0.4198737144470215,-0.08557721972465515,9.515802383422852
159,0.0011272625997662544,-0.12515021860599518,-0.12483871728181839,-0.12215517461299896,,,,
160,0.0008088944014161825,-0.13477259874343872,-0.13524335622787476,-0.1374584138393402,1.2460459470748901,0.417682021856308,-0.08985909819602966,9.218476295471191
161,0.0008103937143459916,-0.1596100628376007,-0.15968917310237885,-0.16207373142242432,,,,
162,0.00165125064086169,-0.13939683139324188,-0.13843433558940887,-0.1378535032272339,1.2454559803009033,0.41878265142440796,-0.09306106716394424,8.88312816619873
163,0.0011910005705431104,-0.1442539393901825,-0.14506801962852478,-0.14317159354686737,,,,
164,0.0008452615002170205,-0.1475529968738556,-0.1468140184879303,-0.14792084693908691,1.2965682744979858,0.43696245551109314,-0.09873920679092407,8.705820083618164
165,0.0007547372952103615,-0.10797454416751862,-0.10924644768238068,-0.10920237004756927,,,,
166,0.0007975633488968015,-0.1473378688097,-0.14670394361019135,-0.14732760190963745,1.2679086923599243,0.4211655855178833,-0.10438506305217743,8.111726760864258
167,0.0009811557829380035,-0.16179843246936798,-0.161520317196846,-0.16040915250778198,,,,
168,0.0008928090683184564,-0.11271783709526062,-0.11155697703361511,-0.11302708834409714,1.0181628465652466,0.41590604186058044,-0.06564541161060333,9.174393653869629
169,0.0016008689999580383,-0.12087052315473557,-0.1218959242105484,-0.12248557060956955,,,,
170,0.0008230194798670709,-0.13057754933834076,-0.13045912981033325,-0.12982399761676788,1.103248119354248,0.42359238862991333,-0.08310092985630035,8.178677558898926
171,0.0023753317072987556,-0.161848247051239,-0.16103670001029968,-0.1623860001564026,,,,
172,0.0009089158847928047,-0.14515817165374756,-0.14558538794517517,-0.1455100178718567,1.2139132022857666,0.432584285736084,-0.09607686847448349,8.132330894470215
173,0.0016360185109078884,-0.13540154695510864,-0.13627304136753082,-0.13730305433273315,,,,
174,0.0008761135395616293,-0.125736266374588,-0.12515252828598022,-0.12375681102275848,1.0939059257507324,0.4287840723991394,-0.07456561177968979,8.919953346252441
175,0.001507702749222517,-0.14158543944358826,-0.14111849665641785,-0.14144937694072723,,,,
176,0.001222572405822575,-0.1533752977848053,-0.1536974012851715,-0.15488563477993011,1.2913669347763062,0.4181590974330902,-0.10499174892902374,8.31691837310791
177,0.0013759358553215861,-0.13861976563930511,-0.1391950249671936,-0.139430969953537,,,,
178,0.0012939414009451866,-0.14377093315124512,-0.14439034461975098,-0.1417563408613205,1.2297700643539429,0.41871652007102966,-0.0927027016878128,8.748974800109863
179,0.0008036565850488842,-0.1541024148464203,-0.1539255976676941,-0.15373630821704865,,,,
180,0.001395604107528925,-0.136069655418396,-0.13435453176498413,-0.13713601231575012,1.1503493785858154,0.41051042079925537,-0.08720889687538147,8.483526229858398
181,0.0011486948933452368,-0.13150250911712646,-0.13183632493019104,-0.1322387307882309,,,,
182,0.0012856042012572289,-0.14690548181533813,-0.14851757884025574,-0.14548859000205994,1.254136085510254,0.4134373068809509,-0.09586799889802933,8.76933765411377
183,0.0009939327137544751,-0.13592779636383057,-0.13612890243530273,-0.1351616233587265,,,,
184,0.0019492513965815306,-0.1373709738254547,-0.13617849349975586,-0.13933441042900085,1.145432472229004,0.42699822783470154,-0.08796829730272293,8.166967391967773
185,0.0008067289600148797,-0.11267678439617157,-0.11049294471740723,-0.11073635518550873,,,,
186,0.0014822350349277258,-0.12812113761901855,-0.13040298223495483,-0.12866680324077606,1.0353844165802002,0.4241446852684021,-0.07614141702651978,8.027690887451172
187,0.0009591715643182397,-0.14387795329093933,-0.14692768454551697,-0.14423894882202148,,,,
188,0.0016736884135752916,-0.16833776235580444,-0.16535711288452148,-0.17056787014007568,1.391154408454895,0.4235374629497528,-0.117569200694561,8.230191230773926
189,0.0008482844568789005,-0.15007370710372925,-0.1476779282093048,-0.14873406291007996,,,,
190,0.0008340986678376794,-0.14763638377189636,-0.15022248029708862,-0.14638519287109375,1.1637755632400513,0.41752636432647705,-0.09083244949579239,8.215667724609375
191,0.001007509883493185,-0.14048752188682556,-0.1439337283372879,-0.1407933533191681,,,,
192,0.0009262724779546261,-0.15392494201660156,-0.15168887376785278,-0.1577695608139038,1.2975929975509644,0.42413076758384705,-0.10594497621059418,8.244489669799805
193,0.002372574293985963,-0.1532510370016098,-0.14802080392837524,-0.15261046588420868,,,,
194,0.0008251835824921727,-0.14175403118133545,-0.14521217346191406,-0.13829714059829712,1.0830925703048706,0.422060489654541,-0.08180665969848633,8.080418586730957
195,0.0019060259219259024,-0.1490592062473297,-0.15398502349853516,-0.15019547939300537,,,,
196,0.0013330044457688928,-0.14563898742198944,-0.14283695816993713,-0.15086212754249573,1.2299494743347168,0.41658586263656616,-0.09856151789426804,8.252345085144043
197,0.0017690443200990558,-0.1548374593257904,-0.15018953382968903,-0.15177975594997406,,,,
198,0.0011656202841550112,-0.14214369654655457,-0.14462481439113617,-0.13885006308555603,1.0301485061645508,0.4156295657157898,-0.08032158762216568,7.65073299407959
199,0.0017603940796107054,-0.12155570834875107,-0.1276715248823166,-0.12757697701454163,,,,
200,0.0017607231857255101,-0.14972849190235138,-0.14722269773483276,-0.15104642510414124,1.220119833946228,0.43261194229125977,-0.10061128437519073,7.827232360839844
201,0.0007853631395846605,-0.16728425025939941,-0.15942949056625366,-0.16161122918128967,,,,
202,0.001328359474427998,-0.15154524147510529,-0.15471981465816498,-0.15116439759731293,1.1374043226242065,0.4332192540168762,-0.08907808363437653,7.905256271362305
203,0.0009309726883657277,-0.1365775465965271,-0.14267206192016602,-0.1423434019088745,,,,
204,0.0009169905097223818,-0.14719510078430176,-0.14424240589141846,-0.14515680074691772,1.157655119895935,0.42502182722091675,-0.09156357496976852,8.001361846923828
205,0.0013919053599238396,-0.18375545740127563,-0.17852188646793365,-0.1805722713470459,,,,
206,0.0008988503832370043,-0.16803745925426483,-0.17154404520988464,-0.1690392792224884,1.2621108293533325,0.43474334478378296,-0.1104007363319397,7.494220733642578
207,0.000982761150225997,-0.1313760131597519,-0.1352776139974594,-0.13476575911045074,,,,
208,0.0014718155143782496,-0.1361275613307953,-0.1321660578250885,-0.13505598902702332,1.0759007930755615,0.41295427083969116,-0.07948344945907593,8.340685844421387
209,0.0009705859702080488,-0.1646927297115326,-0.1629745215177536,-0.16240355372428894,,,,
210,0.0008920440450310707,-0.1731676161289215,-0.1766236424446106,-0.17287805676460266,1.314631462097168,0.42463260889053345,-0.11232052743434906,7.923742294311523
211,0.0010350111406296492,-0.16970489919185638,-0.1695573925971985,-0.17187310755252838,,,,
212,0.0009588553803041577,-0.133998304605484,-0.1324547976255417,-0.13497260212898254,1.0521728992462158,0.4294986128807068,-0.07914265990257263,7.867746353149414
213,0.0010314087849110365,-0.13782072067260742,-0.1376999169588089,-0.13593919575214386,,,,
214,0.0017367096152156591,-0.16756799817085266,-0.16853047907352448,-0.16928178071975708,1.2732690572738647,0.4136126935482025,-0.109144426882267,7.876319408416748
215,0.001466571819037199,-0.13199488818645477,-0.13336682319641113,-0.1309833526611328,,,,
216,0.0010765284532681108,-0.17576536536216736,-0.1735628992319107,-0.17658427357673645,1.3117163181304932,0.41401243209838867,-0.11571583896875381,7.7578301429748535
217,0.0009325898718088865,-0.1335250735282898,-0.13458022475242615,-0.13436587154865265,,,,
218,0.0015919117722660303,-0.1465628743171692,-0.14697182178497314,-0.14517128467559814,1.0827299356460571,0.4147697687149048,-0.08619645237922668,7.749277114868164
219,0.0010016299784183502,-0.14565208554267883,-0.1451399028301239,-0.14604857563972473,,,,
220,0.0009372365893796086,-0.14540132880210876,-0.14505097270011902,-0.14637137949466705,1.1146525144577026,0.40276670455932617,-0.09020136296749115,7.892184734344482
221,0.0008590177167207003,-0.14060072600841522,-0.14177587628364563,-0.13923293352127075,,,,
222,0.0009594826260581613,-0.17453457415103912,-0.17235639691352844,-0.17374882102012634,1.2575595378875732,0.4261057376861572,-0.11175591498613358,7.439908504486084
223,0.0015686831902712584,-0.12246693670749664,-0.12469706684350967,-0.12588444352149963,,,,
224,0.0018366125877946615,-0.1200389638543129,-0.1190367266535759,-0.11888869851827621,0.8704008460044861,0.41195785999298096,-0.06086857616901398,7.531685829162598
225,0.0014054370112717152,-0.14511997997760773,-0.14482513070106506,-0.14167144894599915,,,,
226,0.0009691738523542881,-0.16518500447273254,-0.16733039915561676,-0.16976238787174225,1.2158894538879395,0.4494898319244385,-0.10240676999092102,7.4838762283325195
